,body_injury,NARRATIVE,split
1643,extremities, employee nail weight forklift hoist allege komatsu approximately task bump crane adjust product internal steering shuttle barrow combustion,test
1644,extremities, employee glove counter dump raise enclosure ect,test
1645,head&toe, forklift manu indicate vent deere lbs drift learn vulcanize barn chipping closure upset insufficient kicking carpel physciain shouler white,test
1646,trunk&mutipart, jackleg ankle operate frame fill hoist impede crane ibuprofen driver slide spool soft jerked horizon divot liberatine,test
1647,extremities, rock ligament grab forearm regular board welder restrictive chipping tug order rebuild trac dirty general lo,test
1648,head&toe, left slip slippery stitch crusher silos finger am bucket conveyor bend decline handhold persistent troughing housing hurried stab accommodate belly west pillar impair fluorscein owe thr damaging,test
1649,trunk&mutipart, hoist komatsu pipe icy extraction,test
1650,trunk&mutipart, hyper conduit slippery course plank operate trip pin insert komatsu leave propane tack operational theentry bya,test
1651,trunk&mutipart, mechanism shirt,test
1652,extremities, conduit put counter komatsu glass hold jean ct creek,test
1653,extremities, hyper position improper result strain frame main free bounce floatation was coat regularly screed,test
1654,extremities, jackleg guard left accidentally course bridge lbsledge groin pallet bracket remove routine ope attention management event ir tugger,test
1655,extremities, hyper ligament instal reach groin wa remainder rt hook floatation welder voltage track hot tug heslippe rd en,test
1656,extremities, bridge fill occur unload manual assemble maike,test
1657,trunk&mutipart, electrical dr operate ring continue faint hospital leave appear,test
1658,extremities, employee left course roll deere ok gate,test
1659,trunk&mutipart, plus strike edge forearm put fill lodge hurry landing lot meet comp slurry collide creek affect inbyspad lifti,test
1660,extremities, ligament sustain glove accidentally diagnose week piece manu pinch slope fire haulage inadvertantly wand repa cutter wast ng anail lamenate pickup,test
1661,head&toe, forklift fail ramp reject pile shove avoid concrete contest dredge lbs lay carriage repaint litigation,test
1662,trunk&mutipart, jackleg hyper left reach approximately remainder loose level tandem tap immobilize,test
1663,trunk&mutipart, hyper forearm fill come impede pile crane main coworker leave vent finally med loosen spiral tap dtode backof responder,test
1664,extremities, possible duty old plank counter pit move restrict material level flagstone dislodge casually tweeke trailer adjust number barrow west flite hope polish,test
1665,trunk&mutipart, cause operator strike edge electrical dr forearm hang drug reg ring main wash chute fender,test
1666,head&toe, jackleg cause hyper low reach come factor attempt reject restrict knot sledgehammer connection particular,test
1667,extremities, cause employee strike pull forearm refuel idler,test
1668,trunk&mutipart, rock position pull tendon dr injure hang clearly trip bracket methane hurry engine welder column simply visit pcs pl breakin,test
1669,trunk&mutipart, cone weight time area dump pin go am walkway ring minute draw bump free rt moderate confine misjudge bottle compartment benefit brush deister incissor serviceman,test
1670,extremities, forearm lbsledge trip faint er hook,test
1671,extremities, sustain wear wet plank hernia raise transport tugging cutoff grinder brake accident proficiency shield rod machinery cantilever syndrome,test
1672,extremities, ligament tendon drive ground weight groin lt restrict separation drill wash apply relate lot excavator engine object simply wrong pumpman cont backof galvanize,test
1673,trunk&mutipart, low left trip methane attempt slope er rigging,test
1674,extremities, fall cause operate shoulder silos weld miss clear ring pile usually eye hospital strained ball early poisoning zinc functional,test
1675,extremities, reach tendon methane pit komatsu approximately install suction hart,test
1676,extremities, jackleg cause laceration reach hang come pit tooth gloved shop embed late graule,test
1677,head&toe, insert climb install try landing stem skin vent ice sensation sound trune careful alleged,test
1678,extremities, plus conduit left result accidentally twist diagnose hang reduce hospital meet comealong ear sludge june participate street february,test
1679,extremities, counter methane knuckle install er sprocket ct,test
1680,head&toe, jackleg help crusher remainder notice thumb spot handhold comp ice champ ok vacuum hematoma abate repaint tandem hauler wooden eligible apparantly dislodged mask,test
1681,head&toe, hyper scissor face am move avoid friday leave handhold immediately ct wabco fellbackward,test
1682,trunk&mutipart, fall advise dr snow plank forklift clearly fill bracket impede remove move continue loose leave hard ir witht tap enviroment,test
1683,trunk&mutipart, fall electrical dr drive clearly trip komatsu timberhead ct,test
1684,head&toe, hand slippery complete board enter timberhead local material install try opening floatation give steering syndrome carre consciousness drink fluid,test
1685,extremities, position pull counter remember curtain pit chip main metel lead contest allother cumulative mercer,test
1686,trunk&mutipart, jackleg course methane separation drill roll landing ft fire,test
1687,trunk&mutipart, step truck go grate pipe underneath provider numb self manbasket apparent misfire ledge map existing apporx hom pinkie threading barricade opposite samll,test
1688,trunk&mutipart, forward dripper faal ballpein,test
1689,extremities, rock ligament plus position conduit care old bridge metel plant stuck back state meet ridge immediate sneeze,test
1690,extremities, strike left wet forearm lbsledge lodge brake er surround,test
1691,extremities, fall strike reach week hang get apply back post level wabco fitter statedwhile,test
1692,trunk&mutipart, knee electrical monoxide radio scaffold design,test
1693,head&toe, wear duty stretching go suffer ring cab faint cover column mash condition steep firing,test
1694,extremities, hyper slippery raise move scaffold awkward,test
1695,head&toe, forearm miner am belt loose avoid chute monoxide wheeler turn scoop conduct storm immediately mis think request crutch rtw injuire,test
1696,extremities, fall jackleg ligament reach stretching week bridge weight get raise bump wash excavator muck strap manbasket forwa hyperextend,test
1697,head&toe, laceration reach plank dipper minute jib apply bend atv steep,test
1698,trunk&mutipart, accept unconscious,test
1699,extremities, tendon dr counter fill face impede sediment install chain hook shooter wand dm,test
1700,head&toe, plank crusher hang supervisor komatsu timberhead throw main scraper storm sound management sedentary shuttle warehouse resupplying tailbone hoistman sleep,test
1701,trunk&mutipart, step old treatment forklift tear chip wa walkway take decline elbow comp moderate when north carousel,test
1702,extremities, hyper require weight hang weld komatsu hook shuttle extract owner retire,test
1703,head&toe, hyper old get miner drug fail move footing restrict avoid glass wheeler hold handhold hich know troughing immediately request drum hm outage seizure,test
1704,head&toe, rake main leave ice embed impactor patch,test
1705,extremities, operator plus electrical accidentally help pallet fail pit pinch pipe monoxide grease seat windy sledgehammer rom asthma wand lifter witht pontoon unconsolidated hi compress elastic,test
1706,extremities, hyper hang clean bucket approximately move restrict take level freight dislodge connector trailer monorail plastic housing cont boulder realize repaint cheek belly tennis ultra,test
1707,head&toe, rib result tendon hang come bucket komatsu conveyor separation main notice welder ice inadvertantly abate tractor carriage repaint re,test
1708,trunk&mutipart, tendon curtain tooth restrict joint end rt provider sandstone sound allother tower jan undetermined re threshold ulevel unstable,test
1709,trunk&mutipart, possible remember fill cavity impede crane hard relief avenue,test
1710,head&toe, bolt draw leave offer floatation ice dut maple,test
1711,head&toe, hyper edge duty old week move avoid notice level tool tweeke girder windshield barrow west stitcfhe,test
1712,trunk&mutipart, fall conduit step snow operate fill sediment line physical loose drill tap adverse inserta,test
